"Table 16-4. Median annual salaries of employed U.S. scientists and engineers with a doctorate as the highest degree, by occupation, ethnicity, race, and years since highest degree: 2013",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Level of highest degree, occupation, ethnicity, and race             ",Employed scientists and engineers,,< 5,,5–9,,10–14,,15–19,,20–24,,25–29,,30–34,,35+,
          Science occupations,"82,000","1,000","53,000","1,500","75,000","1,500","83,000","2,000","90,000","2,000","100,000","1,500","104,000","4,000","105,000","2,500","100,000",500
               Hispanic or Latinoa ,"70,000","1,500","50,000","3,500","64,000","5,000","78,000","4,500","77,000","4,500","98,000","2,500","90,000","7,000","95,000","25,500",S,S
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,"71,000","9,000",*,*,"72,000","30,000",*,*,*,*,*,*,D,D,D,D,D,D
                    Asian,"82,000","3,000","52,000","5,000","79,000","2,000","84,000","4,000","99,000","2,500","113,000","7,500","98,000","12,500","131,000","15,500","111,000","26,000"
                    Black or African American,"78,000","6,000","52,000","8,500","68,000","1,500","85,000","8,500","91,000","9,000","73,000","5,500","94,000","14,500","97,000","6,500","80,000","16,500"
                    White,"84,000","1,500","53,000","1,500","75,000","1,500","83,000","3,000","90,000",500,"100,000","1,500","105,000","2,000","103,000","3,000","100,000",500
                    Other racec,"76,000","5,500","55,000","2,000","70,000","5,500","92,000","9,000","71,000","7,500","81,000","9,500",*,*,"150,000","35,000",*,*
               Biological/ agricultural/ other life scientists,"76,000","2,500","45,000","1,000","64,000","1,000","80,000","1,500","91,000","4,000","108,000","3,500","115,000","3,000","110,000","8,000","114,000","8,500"
                    Hispanic or Latinoa ,"59,000","4,500","42,000","3,500","47,000","9,000","70,000","4,000","85,000","4,000","94,000","4,500",*,*,*,*,*,*
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"62,000","4,500","42,000","2,500","55,000","3,500","72,000","7,500","81,000","7,500","117,000","6,000","92,000","10,000","151,000","12,000","112,000","47,000"
                         Black or African American,"68,000","5,500","45,000","3,000","65,000","11,500","67,000","14,000","89,000","14,500",*,*,S,S,*,*,*,*
                         White,"84,000","3,500","47,000","2,000","69,000","2,000","87,000","4,500","98,000","6,500","108,000","3,500","120,000","7,000","104,000","7,500","114,000","7,000"
                         Other racec,"79,000","10,000","49,000","6,500",*,*,*,*,*,*,*,*,*,*,*,*,D,D
                    Agricultural/ food sciences,"92,000","2,500","59,000","18,000","79,000","2,000","86,000","11,000","101,000","7,000","104,000","9,000","114,000","13,000","120,000","8,000","105,000","34,000"
                         Hispanic or Latinoa ,S,S,*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"79,000","1,000","35,000","3,500",*,*,*,*,S,S,D,D,D,D,D,D,D,D
                              Black or African American,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"99,000","3,500","83,000","9,500","87,000","5,000","102,000","11,500","93,000","5,000","110,000","12,500","110,000","12,000","122,000","7,500","111,000","39,500"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Biological and medical scientists,"72,000","3,500","45,000","1,500","64,000","1,500","85,000","4,500","100,000","4,500","117,000","6,000","123,000","9,000","120,000","10,000","125,000","22,000"
                         Hispanic or Latinoa ,"48,000","4,000","41,000","2,500","47,000","10,500","87,000","3,500",*,*,*,*,*,*,D,D,*,*
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"59,000","2,000","43,000","2,500","54,000","4,500","79,000","10,500","89,000","8,000","116,000","8,500","104,000","11,000","152,000","5,000",S,S
                              Black or African American,"66,000","14,000","44,000","2,000","75,000","8,500",*,*,*,*,D,D,*,*,D,D,*,*
                              White,"81,000","4,000","46,000","2,000","70,000","2,000","96,000","10,000","109,000","11,500","115,000","10,000","142,000","13,500","108,000","11,500","134,000","21,500"
                              Other racec,"79,000","12,000",*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D
                    Environmental life scientists,"78,000","7,000",*,*,*,*,*,*,*,*,D,D,*,*,D,D,D,D
                         Hispanic or Latinoa ,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Black or African American,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"80,000","9,500",*,*,*,*,*,*,*,*,D,D,*,*,D,D,D,D
                              Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Postsecondary teachers - life/ related sciences,"80,000","1,000","52,000","5,000","62,000","3,000","70,000","4,000","78,000","4,000","95,000","4,500","94,000","3,500","103,000","10,000","109,000","6,500"
                         Hispanic or Latinoa ,"70,000","2,500",*,*,*,*,"62,000","8,500",*,*,*,*,*,*,D,D,*,*
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"80,000","8,000",*,*,"61,000","8,000","64,000","2,500","61,000","18,500","130,000","34,000",S,S,*,*,*,*
                              Black or African American,"65,000","3,500",*,*,*,*,*,*,*,*,*,*,*,*,D,D,D,D
                              White,"80,000","3,500","49,000","4,000","63,000","3,500","74,000","7,000","80,000","1,500","91,000","7,000","99,000","7,500","97,000","8,000","106,000","7,500"
                              Other racec,"81,000","20,500",*,*,*,*,*,*,*,*,*,*,D,D,*,*,D,D
               Computer/ mathematical scientists,"100,000",500,"73,000","4,500","100,000","1,500","101,000","8,000","105,000","5,000","101,000","11,500","106,000","6,000","109,000","10,000","89,000","12,500"
                    Hispanic or Latinoa ,"80,000","10,000","64,000","8,500","79,000","1,000",*,*,*,*,*,*,*,*,*,*,S,S
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"107,000","4,500","89,000","9,000","109,000","8,000","118,000","7,500","118,000","3,500","109,000","6,500","109,000","11,500","112,000","14,000","106,000","25,000"
                         Black or African American,"94,000","15,500",S,S,*,*,S,S,S,S,*,*,*,*,*,*,*,*
                         White,"95,000","4,500","70,000","10,500","89,000","8,000","90,000","7,000","98,000","9,500","100,000","9,500","110,000","10,000","110,000","13,000","97,000","6,500"
                         Other racec,"115,000","10,000",*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
                    Computer and information scientists,"112,000","4,000","100,000","1,000","115,000",500,"119,000","7,500","116,000","8,000","110,000","6,000","116,000","6,500","110,000","8,000",S,S
                         Hispanic or Latinoa ,"85,000","18,500",*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"115,000","1,500","102,000","7,000","115,000",500,"127,000","12,000","124,000","12,000","124,000","12,500","108,000","22,000",*,*,*,*
                              Black or African American,"105,000","1,500",*,*,*,*,S,S,S,S,D,D,D,D,D,D,D,D
                              White,"110,000","4,500","99,000","4,000","119,000","4,000","123,000","17,500","112,000","15,500","109,000","18,500","125,000","8,000","104,000","9,500","97,000","19,000"
                              Other racec,*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
                    Mathematical scientists,"100,000","7,000","63,000","12,000","105,000","5,000","110,000","10,000","118,000","3,500","131,000","7,000","119,000","9,500","123,000","57,500","89,000","14,000"
                         Hispanic or Latinoa ,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"100,000","3,000","60,000","25,500","100,000","4,500","123,000","12,000","120,000","21,000","118,000","19,000",*,*,D,D,D,D
                              Black or African American,*,*,*,*,D,D,*,*,*,*,D,D,D,D,D,D,D,D
                              White,"105,000","8,500","63,000","14,500","113,000","11,500","90,000","30,000","119,000","4,500","141,000","16,500","119,000","10,500",S,S,"87,000","13,500"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Postsecondary teachers - computer/ math sciences,"80,000","1,000","53,000","1,000","77,000","8,500","80,000","3,500","78,000","8,000","84,000","4,500","94,000","2,000","106,000","6,500","94,000","12,000"
                         Hispanic or Latinoa ,"77,000","7,000",*,*,*,*,*,*,*,*,*,*,*,*,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"84,000","2,500","69,000","15,000","78,000","6,000","94,000","10,000","94,000","6,500","84,000","9,500",*,*,*,*,*,*
                              Black or African American,S,S,S,S,*,*,*,*,*,*,*,*,D,D,D,D,*,*
                              White,"80,000","2,500","53,000","2,500","77,000","10,500","74,000","7,000","72,000","13,000","82,000","5,500","95,000","4,000","110,000","16,500","96,000","8,000"
                              Other racec,*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
               Physical/ related scientists,"90,000","1,000","59,000","2,500","80,000","1,500","86,000","6,500","100,000","3,500","110,000","3,000","109,000","7,500","123,000","8,500","99,000","10,500"
                    Hispanic or Latinoa ,"80,000","4,500","57,000","1,000",*,*,"97,000","5,500","75,000","3,000",*,*,*,*,*,*,*,*
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"80,000","4,500","58,000","2,500","74,000","5,000","87,000","14,500","107,000","11,500","113,000","9,500","111,000","17,000","126,000","9,500",S,S
                         Black or African American,"64,000","5,500",*,*,*,*,*,*,*,*,*,*,*,*,D,D,*,*
                         White,"95,000","3,500","58,000","3,500","85,000","6,500","83,000","5,500","100,000","4,000","110,000","3,500","107,000","7,000","120,000","10,500","100,000","13,000"
                         Other racec,"85,000","7,000",*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D
"                    Chemists, except biochemists","101,000","4,000","68,000","8,500","80,000","5,500","102,000","7,500","110,000",500,"123,000","4,000","119,000","9,500","136,000","7,500","101,000","9,000"
                         Hispanic or Latinoa ,"96,000","6,000",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"95,000","6,500","54,000","6,000","69,000","13,500","100,000","7,000","110,000",500,"129,000","3,000",*,*,*,*,D,D
                              Black or African American,"100,000","8,500",*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
                              White,"105,000","5,000","74,000","5,000","88,000","7,500","102,000","10,500","112,000","5,500","120,000","2,000","127,000","7,500","135,000","7,500","102,000","9,000"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Earth/ atmospheric/ ocean scientists,"96,000","8,500","63,000","3,500","81,000","2,000","106,000","8,500","107,000","5,500","113,000","20,500","135,000","20,500","136,000","13,000",S,S
                         Hispanic or Latinoa ,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"82,000","8,000","54,000","7,500","80,000","3,000",*,*,*,*,*,*,D,D,D,D,D,D
                              Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"100,000","5,500","66,000","7,000","82,000","5,500","104,000","20,000","110,000","8,500","118,000","23,000","136,000","16,000","138,000","12,500",S,S
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Physicists and astronomers,"108,000","1,000","56,000","3,500","108,000","2,000","114,000","3,500","120,000","3,000","141,000","17,000","131,000","8,500","150,000","6,500","109,000","18,000"
                         Hispanic or Latinoa ,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"84,000","11,000","58,000","7,000","100,000","13,000","76,000","18,500",D,D,*,*,"149,000","18,000",D,D,D,D
                              Black or African American,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"110,000","2,000","54,000","4,500","108,000","1,000","123,000","3,000","122,000","5,500","149,000","9,500","121,000","23,500","147,000","9,500","109,000","18,000"
                              Other racec,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Postsecondary teachers - physical/ related sciences,"75,000","2,500","48,000","3,000","64,000","2,000","68,000","4,000","75,000","2,000","85,000","5,000","85,000","4,500","102,000","8,500","106,000","18,000"
                         Hispanic or Latinoa ,"77,000","6,000",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"60,000","10,000","49,000","5,500","58,000","2,000","66,000","8,000","49,000","23,000","98,000","24,500",S,S,*,*,*,*
                              Black or African American,"52,000","6,500",*,*,*,*,*,*,D,D,*,*,*,*,D,D,*,*
                              White,"80,000","1,500","48,000","3,000","68,000","1,000","68,000","3,000","78,000","3,500","85,000","3,500","87,000","4,500","102,000","6,500","109,000","12,500"
                              Other racec,*,*,D,D,*,*,D,D,D,D,*,*,D,D,D,D,D,D
                    Other physical/ related scientists,"105,000","6,000","78,000","6,000","91,000","4,500","117,000","14,500","115,000","4,500","119,000","22,500",*,*,S,S,"85,000","28,000"
                         Hispanic or Latinoa ,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"101,000","13,000",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                              Black or African American,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"106,000","8,500",*,*,*,*,"117,000","30,500","115,000","2,000",*,*,*,*,S,S,"85,000","29,500"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Social/related scientists,"75,000",500,"58,000","3,500","70,000","1,500","75,000",500,"75,000","4,000","81,000","6,500","90,000","2,000","93,000","5,500","99,000","5,000"
                    Hispanic or Latinoa ,"70,000","2,500","58,000","7,500","71,000","2,000","71,000","10,000","68,000","5,000","85,000","6,500",*,*,*,*,*,*
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,"66,000","6,500",*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
                         Asian,"73,000","5,500","56,000","7,500","70,000","7,500","74,000","8,500","89,000","6,000","99,000","7,500","72,000","14,000",*,*,*,*
                         Black or African American,"79,000","5,500","60,000","2,500","68,000","1,500","79,000","3,000","85,000","4,500","70,000","12,000","87,000","2,500","96,000","7,000",*,*
                         White,"75,000",500,"57,000","5,000","70,000","2,500","75,000","1,500","75,000","3,500","80,000","4,500","91,000","3,000","92,000","5,500","98,000","5,500"
                         Other racec,"70,000","1,000","54,000","5,000",*,*,*,*,"70,000",500,*,*,*,*,*,*,*,*
                    Economists,"127,000","8,500","69,000","18,000","119,000","3,000","140,000","9,500","137,000","18,500","160,000","12,000","162,000","8,000","172,000","23,500","129,000","18,000"
                         Hispanic or Latinoa ,"116,000","5,500",*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"118,000","6,500","71,000","25,500",*,*,*,*,*,*,D,D,D,D,D,D,D,D
                              Black or African American,*,*,D,D,D,D,*,*,D,D,D,D,D,D,D,D,D,D
                              White,"137,000","8,500","60,000","24,500","127,000","18,500","145,000","6,500","145,000","19,000","162,000","13,000","161,000","8,500","171,000","62,000","134,000","20,500"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Political scientists,"121,000","11,500",*,*,*,*,D,D,*,*,D,D,D,D,D,D,D,D
                         Hispanic or Latinoa ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"123,000","15,500",*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                              Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Postsecondary teachers - social/ related sciences,"70,000","2,000","59,000","4,500","64,000","2,000","69,000","1,500","75,000","2,000","79,000","2,500","90,000",500,"96,000","7,500","100,000","2,000"
                         Hispanic or Latinoa ,"67,000","1,000","56,000","5,500","65,000","2,000","69,000","3,000","71,000","5,000",*,*,*,*,*,*,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,"66,000","4,500",*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"68,000","7,000","51,000","5,500","57,000","9,000","74,000","19,500","84,000","5,500",*,*,S,S,*,*,*,*
                              Black or African American,"75,000","7,000","58,000","4,500","67,000","2,000","72,000","5,000",S,S,"64,000","16,000",*,*,*,*,*,*
                              White,"71,000","3,000","60,000","4,500","63,000","2,000","69,000","2,000","72,000","4,500","79,000","3,500","90,000",500,"98,000","8,000","100,000","1,500"
                              Other racec,"70,000",500,*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
                    Psychologists,"77,000","3,000","55,000","4,500","79,000","2,000","84,000","1,500","71,000","7,000","89,000","6,000","89,000","4,000","83,000","9,000","85,000","4,500"
                         Hispanic or Latinoa ,"69,000","12,000","52,000","14,500",*,*,*,*,*,*,*,*,*,*,*,*,*,*
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"72,000","9,500","50,000","11,500","54,000","13,500",*,*,*,*,*,*,D,D,D,D,D,D
                              Black or African American,"79,000","4,500",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
                              White,"77,000","3,000","55,000","7,000","80,000","2,500","84,000","2,500","69,000","7,000","88,000","8,500","89,000","4,000","81,000","10,000","85,000","4,000"
                              Other racec,"61,000","13,500",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                    Sociologists and anthropologists,"51,000","16,500","40,000",500,"71,000","9,500",*,*,*,*,*,*,*,*,*,*,*,*
                         Hispanic or Latinoa ,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              White,"42,000","14,500","40,000",500,*,*,*,*,*,*,*,*,*,*,*,*,*,*
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Other social and related scientists,"83,000","5,000","57,000","6,500","96,000","14,000","116,000","33,000","86,000","6,500","98,000","15,500",*,*,*,*,"99,000","23,000"
                         Hispanic or Latinoa ,"72,000","12,500",*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
                         Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                              American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                              Asian,"58,000","18,000","45,000","3,000","100,000","11,500",*,*,D,D,D,D,D,D,D,D,D,D
                              Black or African American,"81,000","7,000",*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
                              White,"86,000","6,000","60,000","12,500","90,000","18,500","123,000","33,500","86,000","10,000","97,000","15,500",*,*,*,*,"98,000","22,000"
                              Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Engineering occupations,"109,000","2,000","84,000","3,500","99,000","3,000","118,000","1,500","120,000","1,500","134,000","5,500","129,000","2,000","139,000","7,000","127,000","4,000"
               Hispanic or Latinoa ,"97,000","4,500",S,S,"99,000","5,000","97,000","3,000",*,*,*,*,*,*,*,*,*,*
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"104,000","2,500","83,000","8,000","99,000","4,000","119,000","1,000","120,000","2,000","137,000","3,500","125,000","7,500","140,000","6,000","144,000","16,000"
                    Black or African American,"87,000","8,000","77,000","2,000","81,000","22,000",*,*,*,*,*,*,D,D,D,D,D,D
                    White,"114,000","3,000","85,000","2,500","100,000","1,000","118,000","2,000","120,000","2,000","130,000","2,500","132,000","6,000","139,000","12,500","124,000","6,000"
                    Other racec,"108,000","5,000",*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
               Aeronautical/ aerospace/ astronautical engineers,"125,000","4,500","101,000","6,500","115,000","6,000","111,000","11,000","147,000","12,000","130,000","21,500","145,000","5,500",*,*,"157,000","23,500"
                    Hispanic or Latinoa ,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"124,000","6,500",*,*,*,*,D,D,*,*,D,D,D,D,*,*,D,D
                         Black or African American,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"127,000","5,500","100,000","2,000","119,000","5,000","109,000","7,000","153,000","5,000",*,*,*,*,*,*,"171,000","23,000"
                         Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Chemical engineers,"113,000","7,000","81,000","6,000","100,000","1,500","138,000","19,000","120,000","15,000","132,000","8,000","138,000","10,500",*,*,"134,000","13,500"
                    Hispanic or Latinoa ,*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"102,000","6,500","75,000","17,000","98,000","5,500",*,*,*,*,*,*,*,*,D,D,*,*
                         Black or African American,*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"120,000","8,500","89,000","14,500","101,000","1,500","150,000","19,000",*,*,"142,000","9,000",*,*,*,*,"88,000","33,000"
                         Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
"               Civil, including architectural/ sanitary engineers","94,000","6,500","79,000","11,000","87,000","5,500","84,000","17,000","113,000","11,000",*,*,*,*,"80,000","25,500","115,000","21,000"
                    Hispanic or Latinoa ,*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"91,000","11,000","61,000","23,000",*,*,*,*,*,*,D,D,D,D,D,D,D,D
                         Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"95,000","4,000","82,000","9,000",*,*,*,*,*,*,*,*,*,*,*,*,*,*
                         Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Electrical/ computer hardware engineers,"125,000","3,000","99,000","1,500","117,000","3,000","131,000","9,000","135,000","13,000","139,000","7,500","139,000","18,500","149,000","15,000","142,000","22,500"
